"구분(1)",구분(2),구분(3),구분(4),2020,2021
"세종",재활용 가능자원 분리배출,폐합성수지류,비닐류,1521.3,3471.5
"세종",재활용 가능자원 분리배출,폐합성수지류,발포수지류,398.2,463.5
"세종",재활용 가능자원 분리배출,폐합성수지류,PET병,1363.6,1133.0
"세종",재활용 가능자원 분리배출,폐합성수지류,기타,1743.5,4428.6
"세종",재활용 가능자원 분리배출,폐고무류,소계,36.7,0.0
"세종",재활용 가능자원 분리배출,폐유리병류,소계,3062.8,1347.2
"세종",재활용 가능자원 분리배출,폐의류,소계,0.0,1266.8
"세종",재활용 가능자원 분리배출,폐섬유류,소계,110.1,0.0
"세종",재활용 가능자원 분리배출,조명폐기물,조명폐기물,37.0,80.0
"세종",재활용 가능자원 분리배출,폐전지류,소계,22.0,45.0
"세종",재활용 가능자원 분리배출,영농폐기물,농약용기류,19.6,20.0
"세종",재활용 가능자원 분리배출,영농폐기물,폐비닐,396.2,556.0
"세종",재활용 가능자원 분리배출,폐식용유,소계,0.0,0.0
"세종",재활용 가능자원 분리배출,폐전기전자제품,소계,732.9,658.9
"세종",재활용 가능자원 분리배출,폐가구류,소계,0.0,0.0
"세종",재활용 가능자원 분리배출,기타,소계,70.0,106.6
"세종",재활용 가능자원 분리배출,재활용 잔재물,소계,869.6,946.0
"세종",음식물류 폐기물 분리배출,소계,소계,15681.7,16087.6
"경기",합계,소계,소계,3901516.4,4040482.5
"경기",종량제방식 등 혼합배출,소계,소계,1888535.9,1942369.9
"경기",종량제방식 등 혼합배출,가연성,소계,1677446.7,1702865.9
"경기",종량제방식 등 혼합배출,가연성,폐지류,415479.2,412249.7
"경기",종량제방식 등 혼합배출,가연성,폐합성수지류,421970.4,452322.5
"경기",종량제방식 등 혼합배출,가연성,폐고무류,43867.9,43774.3
"경기",종량제방식 등 혼합배출,가연성,폐섬유류,129391.6,121167.4
"경기",종량제방식 등 혼합배출,가연성,음식물류 폐기물,142527.4,138502.2
"경기",종량제방식 등 혼합배출,가연성,폐목재류,137265.6,137770.0
"경기",종량제방식 등 혼합배출,가연성,기타,386944.6,397079.8
"경기",종량제방식 등 혼합배출,불연성,소계,180686.4,193958.4
"경기",종량제방식 등 혼합배출,불연성,폐금속류,35741.4,41008.3
"경기",종량제방식 등 혼합배출,불연성,폐유리류,47943.6,48440.8
"경기",종량제방식 등 혼합배출,불연성,폐토사류,18145.7,20386.4
"경기",종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,5787.8,5615.5
"경기",종량제방식 등 혼합배출,불연성,연탄재,9942.0,7956.9
"경기",종량제방식 등 혼합배출,불연성,기타,63125.9,70550.5
"경기",종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),18186.3,24143.5
"경기",종량제방식 등 혼합배출,기타(배출불명등),소계,12216.5,21402.1
"경기",재활용 가능자원 분리배출,소계,소계,861287.4,1054383.3
"경기",재활용 가능자원 분리배출,폐지류,종이팩,9968.2,1688.3
"경기",재활용 가능자원 분리배출,폐지류,기타,201047.6,330240.1
"경기",재활용 가능자원 분리배출,고철류,소계,13949.5,24465.0
"경기",재활용 가능자원 분리배출,금속캔,소계,11151.1,25569.0
"경기",재활용 가능자원 분리배출,폐합성수지류,비닐류,92924.8,119284.4
"경기",재활용 가능자원 분리배출,폐합성수지류,발포수지류,16068.1,17657.5
"경기",재활용 가능자원 분리배출,폐합성수지류,PET병,43791.8,46770.3
"경기",재활용 가능자원 분리배출,폐합성수지류,기타,99623.9,153051.8
"경기",재활용 가능자원 분리배출,폐고무류,소계,67.1,75.0
"경기",재활용 가능자원 분리배출,폐유리병류,소계,50447.0,75023.8
"경기",재활용 가능자원 분리배출,폐의류,소계,6383.7,35089.1
"경기",재활용 가능자원 분리배출,폐섬유류,소계,7982.6,0.0
"경기",재활용 가능자원 분리배출,조명폐기물,조명폐기물,2642.4,1426.6
"경기",재활용 가능자원 분리배출,폐전지류,소계,39484.5,1677.8
"경기",재활용 가능자원 분리배출,영농폐기물,농약용기류,100.5,151.1
"경기",재활용 가능자원 분리배출,영농폐기물,폐비닐,19381.3,16576.7
"경기",재활용 가능자원 분리배출,폐식용유,소계,0.0,0.0
"경기",재활용 가능자원 분리배출,폐전기전자제품,소계,14769.8,18994.2
"경기",재활용 가능자원 분리배출,폐가구류,소계,87964.5,53898.9
"경기",재활용 가능자원 분리배출,기타,소계,24446.6,27622.3
"경기",재활용 가능자원 분리배출,재활용 잔재물,소계,119092.4,105121.4
"경기",음식물류 폐기물 분리배출,소계,소계,1151693.1,1043729.3
"강원",합계,소계,소계,667683.5,638462.5
"강원",종량제방식 등 혼합배출,소계,소계,369686.5,379086.9
"강원",종량제방식 등 혼합배출,가연성,소계,276475.2,331993.8
"강원",종량제방식 등 혼합배출,가연성,폐지류,82427.7,102523.8
"강원",종량제방식 등 혼합배출,가연성,폐합성수지류,87570.5,97350.3
"강원",종량제방식 등 혼합배출,가연성,폐고무류,5664.7,4674.2
"강원",종량제방식 등 혼합배출,가연성,폐섬유류,15375.4,17111.9
"강원",종량제방식 등 혼합배출,가연성,음식물류 폐기물,16778.8,18107.1
"강원",종량제방식 등 혼합배출,가연성,폐목재류,21098.6,10398.6
"강원",종량제방식 등 혼합배출,가연성,기타,47559.5,81827.9
"강원",종량제방식 등 혼합배출,불연성,소계,85139.1,44509.6
"강원",종량제방식 등 혼합배출,불연성,폐금속류,15778.4,7198.6
"강원",종량제방식 등 혼합배출,불연성,폐유리류,26986.8,10055.2
"강원",종량제방식 등 혼합배출,불연성,폐토사류,4489.0,2017.6
"강원",종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,3159.5,964.7
"강원",종량제방식 등 혼합배출,불연성,연탄재,13496.6,11436.8
"강원",종량제방식 등 혼합배출,불연성,기타,21228.8,12836.7
"강원",종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),6066.8,2577.6
"강원",종량제방식 등 혼합배출,기타(배출불명등),소계,2005.4,5.9
"강원",재활용 가능자원 분리배출,소계,소계,160274.2,107752.8
"강원",재활용 가능자원 분리배출,폐지류,종이팩,944.8,195.7
"강원",재활용 가능자원 분리배출,폐지류,기타,56338.8,23891.6
"강원",재활용 가능자원 분리배출,고철류,소계,5584.5,2082.7
"강원",재활용 가능자원 분리배출,금속캔,소계,3922.6,2233.3
"강원",재활용 가능자원 분리배출,폐합성수지류,비닐류,4625.9,4888.7
"강원",재활용 가능자원 분리배출,폐합성수지류,발포수지류,852.3,876.4
"강원",재활용 가능자원 분리배출,폐합성수지류,PET병,5795.9,6181.0
"강원",재활용 가능자원 분리배출,폐합성수지류,기타,5663.2,5275.4
"강원",재활용 가능자원 분리배출,폐고무류,소계,0.0,0.0
"강원",재활용 가능자원 분리배출,폐유리병류,소계,9156.7,7104.2
"강원",재활용 가능자원 분리배출,폐의류,소계,6175.2,3123.0
"강원",재활용 가능자원 분리배출,폐섬유류,소계,0.0,0.0
"강원",재활용 가능자원 분리배출,조명폐기물,조명폐기물,89.9,69.7
"강원",재활용 가능자원 분리배출,폐전지류,소계,106.9,74.1
"강원",재활용 가능자원 분리배출,영농폐기물,농약용기류,329.3,259.3
"강원",재활용 가능자원 분리배출,영농폐기물,폐비닐,22957.0,22393.7
"강원",재활용 가능자원 분리배출,폐식용유,소계,0.0,0.0
"강원",재활용 가능자원 분리배출,폐전기전자제품,소계,3097.6,2324.1
"강원",재활용 가능자원 분리배출,폐가구류,소계,2343.1,3512.4
"강원",재활용 가능자원 분리배출,기타,소계,4723.6,1491.8
"강원",재활용 가능자원 분리배출,재활용 잔재물,소계,27566.9,21775.7
"강원",음식물류 폐기물 분리배출,소계,소계,137722.8,151622.8
"충북",합계,소계,소계,659454.6,622929.5
"충북",종량제방식 등 혼합배출,소계,소계,366827.0,355360.0
"충북",종량제방식 등 혼합배출,가연성,소계,287568.5,284947.5
"충북",종량제방식 등 혼합배출,가연성,폐지류,77776.0,82292.0
"충북",종량제방식 등 혼합배출,가연성,폐합성수지류,73971.9,77625.2
"충북",종량제방식 등 혼합배출,가연성,폐고무류,3868.9,4432.6
"충북",종량제방식 등 혼합배출,가연성,폐섬유류,11108.5,13172.9
"충북",종량제방식 등 혼합배출,가연성,음식물류 폐기물,30066.7,30763.6
"충북",종량제방식 등 혼합배출,가연성,폐목재류,9105.8,10351.6
"충북",종량제방식 등 혼합배출,가연성,기타,81670.7,66309.6
"충북",종량제방식 등 혼합배출,불연성,소계,77427.8,66671.2
"충북",종량제방식 등 혼합배출,불연성,폐금속류,6645.8,6477.5
"충북",종량제방식 등 혼합배출,불연성,폐유리류,11429.1,10256.2
"충북",종량제방식 등 혼합배출,불연성,폐토사류,3684.7,2990.1
"충북",종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,20020.2,18381.3
"충북",종량제방식 등 혼합배출,불연성,연탄재,6241.9,5674.2
"충북",종량제방식 등 혼합배출,불연성,기타,29406.1,22891.9
"충북",종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),1830.7,3278.3
"충북",종량제방식 등 혼합배출,기타(배출불명등),소계,0.0,463.0
"충북",재활용 가능자원 분리배출,소계,소계,131454.2,121802.4
"충북",재활용 가능자원 분리배출,폐지류,종이팩,1578.7,3525.9
"충북",재활용 가능자원 분리배출,폐지류,기타,44757.3,37786.6
"충북",재활용 가능자원 분리배출,고철류,소계,4134.6,2694.2
"충북",재활용 가능자원 분리배출,금속캔,소계,4480.3,3296.1
"충북",재활용 가능자원 분리배출,폐합성수지류,비닐류,5763.6,4329.6
"충북",재활용 가능자원 분리배출,폐합성수지류,발포수지류,1557.3,1454.5
"충북",재활용 가능자원 분리배출,폐합성수지류,PET병,13658.0,6435.7
"충북",재활용 가능자원 분리배출,폐합성수지류,기타,2910.3,12656.2
"충북",재활용 가능자원 분리배출,폐고무류,소계,0.0,0.0
"충북",재활용 가능자원 분리배출,폐유리병류,소계,8140.7,6798.0
"충북",재활용 가능자원 분리배출,폐의류,소계,3758.3,3843.2
"충북",재활용 가능자원 분리배출,폐섬유류,소계,0.0,0.0
"충북",재활용 가능자원 분리배출,조명폐기물,조명폐기물,70.0,73.4
"충북",재활용 가능자원 분리배출,폐전지류,소계,44.8,63.4
"충북",재활용 가능자원 분리배출,영농폐기물,농약용기류,275.0,303.3
"충북",재활용 가능자원 분리배출,영농폐기물,폐비닐,15501.3,19501.8
"충북",재활용 가능자원 분리배출,폐식용유,소계,0.0,0.0
"충북",재활용 가능자원 분리배출,폐전기전자제품,소계,763.2,1607.9
"충북",재활용 가능자원 분리배출,폐가구류,소계,1133.4,514.9
"충북",재활용 가능자원 분리배출,기타,소계,5474.5,1189.6
"충북",재활용 가능자원 분리배출,재활용 잔재물,소계,17452.9,15728.1
"충북",음식물류 폐기물 분리배출,소계,소계,161173.4,145767.1
"충남",합계,소계,소계,766650.3,774638.5
"충남",종량제방식 등 혼합배출,소계,소계,432565.5,471247.4
"충남",종량제방식 등 혼합배출,가연성,소계,369067.2,403228.9
"충남",종량제방식 등 혼합배출,가연성,폐지류,100211.7,110524.2
"충남",종량제방식 등 혼합배출,가연성,폐합성수지류,90065.3,106085.4
"충남",종량제방식 등 혼합배출,가연성,폐고무류,12942.2,11073.3
"충남",종량제방식 등 혼합배출,가연성,폐섬유류,26958.2,33030.4
"충남",종량제방식 등 혼합배출,가연성,음식물류 폐기물,38652.9,40402.8
"충남",종량제방식 등 혼합배출,가연성,폐목재류,42882.2,24434.4
"충남",종량제방식 등 혼합배출,가연성,기타,57354.7,77678.4
"충남",종량제방식 등 혼합배출,불연성,소계,59774.2,61212.0
"충남",종량제방식 등 혼합배출,불연성,폐금속류,13878.3,14434.7
"충남",종량제방식 등 혼합배출,불연성,폐유리류,15553.2,22349.9
"충남",종량제방식 등 혼합배출,불연성,폐토사류,10091.5,9604.1
"충남",종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,2737.1,3123.1
"충남",종량제방식 등 혼합배출,불연성,연탄재,3348.6,3102.4
"충남",종량제방식 등 혼합배출,불연성,기타,14165.5,8597.8
"충남",종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),2922.7,4402.3
"충남",종량제방식 등 혼합배출,기타(배출불명등),소계,801.4,2404.2
"충남",재활용 가능자원 분리배출,소계,소계,135193.5,120799.3
"충남",재활용 가능자원 분리배출,폐지류,종이팩,1075.8,478.7
"충남",재활용 가능자원 분리배출,폐지류,기타,49420.7,31734.4
"충남",재활용 가능자원 분리배출,고철류,소계,7202.2,7064.2
"충남",재활용 가능자원 분리배출,금속캔,소계,2398.0,3015.9
"충남",재활용 가능자원 분리배출,폐합성수지류,비닐류,3275.2,2624.4
"충남",재활용 가능자원 분리배출,폐합성수지류,발포수지류,2304.0,1973.7
"충남",재활용 가능자원 분리배출,폐합성수지류,PET병,3873.8,4814.3
"충남",재활용 가능자원 분리배출,폐합성수지류,기타,11427.7,12185.9
"충남",재활용 가능자원 분리배출,폐고무류,소계,49.3,27.8
"충남",재활용 가능자원 분리배출,폐유리병류,소계,5555.3,6731.5
"충남",재활용 가능자원 분리배출,폐의류,소계,2237.8,2121.4
"충남",재활용 가능자원 분리배출,폐섬유류,소계,82.0,29.6
"충남",재활용 가능자원 분리배출,조명폐기물,조명폐기물,263.1,197.7
"충남",재활용 가능자원 분리배출,폐전지류,소계,191.4,147.5
"충남",재활용 가능자원 분리배출,영농폐기물,농약용기류,340.6,834.8
"충남",재활용 가능자원 분리배출,영농폐기물,폐비닐,17229.5,18246.7
"충남",재활용 가능자원 분리배출,폐식용유,소계,35.0,0.0
"충남",재활용 가능자원 분리배출,폐전기전자제품,소계,2274.6,3558.3
"충남",재활용 가능자원 분리배출,폐가구류,소계,1278.7,300.0
"충남",재활용 가능자원 분리배출,기타,소계,756.2,601.1
"충남",재활용 가능자원 분리배출,재활용 잔재물,소계,23922.6,24111.4
"충남",음식물류 폐기물 분리배출,소계,소계,198891.3,182591.8
"전북",합계,소계,소계,612062.9,629715.5
"전북",종량제방식 등 혼합배출,소계,소계,284949.4,307251.2
"전북",종량제방식 등 혼합배출,가연성,소계,257304.7,257430.7
"전북",종량제방식 등 혼합배출,가연성,폐지류,77264.1,72949.0
"전북",종량제방식 등 혼합배출,가연성,폐합성수지류,67093.4,70234.7
"전북",종량제방식 등 혼합배출,가연성,폐고무류,2927.0,2800.5
"전북",종량제방식 등 혼합배출,가연성,폐섬유류,13098.0,18195.2
"전북",종량제방식 등 혼합배출,가연성,음식물류 폐기물,15233.5,11890.0
"전북",종량제방식 등 혼합배출,가연성,폐목재류,6835.1,23862.6
"전북",종량제방식 등 혼합배출,가연성,기타,74853.6,57498.7
"전북",종량제방식 등 혼합배출,불연성,소계,27485.4,49677.6
"전북",종량제방식 등 혼합배출,불연성,폐금속류,7409.8,10964.8
"전북",종량제방식 등 혼합배출,불연성,폐유리류,10972.9,15426.1
"전북",종량제방식 등 혼합배출,불연성,폐토사류,1314.8,1564.1
"전북",종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,739.8,705.8
"전북",종량제방식 등 혼합배출,불연성,연탄재,1985.3,1376.4
"전북",종량제방식 등 혼합배출,불연성,기타,5062.8,19640.4
"전북",종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),92.9,94.5
"전북",종량제방식 등 혼합배출,기타(배출불명등),소계,66.4,48.4
"전북",재활용 가능자원 분리배출,소계,소계,105407.6,110798.8
"전북",재활용 가능자원 분리배출,폐지류,종이팩,2182.2,3552.9
"전북",재활용 가능자원 분리배출,폐지류,기타,6956.4,20911.4
"전북",재활용 가능자원 분리배출,고철류,소계,15666.1,1703.5
"전북",재활용 가능자원 분리배출,금속캔,소계,1383.4,1847.6
"전북",재활용 가능자원 분리배출,폐합성수지류,비닐류,3109.8,3943.5
"전북",재활용 가능자원 분리배출,폐합성수지류,발포수지류,1970.7,1707.1
"전북",재활용 가능자원 분리배출,폐합성수지류,PET병,7864.5,7124.7
"전북",재활용 가능자원 분리배출,폐합성수지류,기타,2502.9,3308.3
"전북",재활용 가능자원 분리배출,폐고무류,소계,787.2,102.3
"전북",재활용 가능자원 분리배출,폐유리병류,소계,7749.2,7598.3
"전북",재활용 가능자원 분리배출,폐의류,소계,200.0,2067.1
"전북",재활용 가능자원 분리배출,폐섬유류,소계,11.9,0.0
"전북",재활용 가능자원 분리배출,조명폐기물,조명폐기물,286.4,278.3
"전북",재활용 가능자원 분리배출,폐전지류,소계,156.9,149.4
"전북",재활용 가능자원 분리배출,영농폐기물,농약용기류,690.0,485.3
"전북",재활용 가능자원 분리배출,영농폐기물,폐비닐,13447.6,22816.0
"전북",재활용 가능자원 분리배출,폐식용유,소계,131.3,4.0
"전북",재활용 가능자원 분리배출,폐전기전자제품,소계,1413.8,2120.1
"전북",재활용 가능자원 분리배출,폐가구류,소계,414.6,1017.2
"전북",재활용 가능자원 분리배출,기타,소계,1501.9,2219.0
"전북",재활용 가능자원 분리배출,재활용 잔재물,소계,36980.8,27842.8
"전북",음식물류 폐기물 분리배출,소계,소계,221705.9,211665.5
"전남",합계,소계,소계,650020.5,650360.0
"전남",종량제방식 등 혼합배출,소계,소계,367104.8,343309.4
"전남",종량제방식 등 혼합배출,가연성,소계,333564.7,306137.2
"전남",종량제방식 등 혼합배출,가연성,폐지류,109804.3,81263.1
"전남",종량제방식 등 혼합배출,가연성,폐합성수지류,85776.2,68499.1
"전남",종량제방식 등 혼합배출,가연성,폐고무류,5741.0,4928.9
"전남",종량제방식 등 혼합배출,가연성,폐섬유류,19868.8,19794.7
"전남",종량제방식 등 혼합배출,가연성,음식물류 폐기물,23935.0,65546.5
"전남",종량제방식 등 혼합배출,가연성,폐목재류,9805.4,11820.1
"전남",종량제방식 등 혼합배출,가연성,기타,78634.0,54284.8
"전남",종량제방식 등 혼합배출,불연성,소계,31985.0,36684.9
"전남",종량제방식 등 혼합배출,불연성,폐금속류,9148.3,8163.6
"전남",종량제방식 등 혼합배출,불연성,폐유리류,11433.9,9265.9
"전남",종량제방식 등 혼합배출,불연성,폐토사류,2057.7,1731.8
"전남",종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,718.3,797.7
"전남",종량제방식 등 혼합배출,불연성,연탄재,1592.4,771.2
"전남",종량제방식 등 혼합배출,불연성,기타,7034.4,15954.7
"전남",종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),144.4,230.0
"전남",종량제방식 등 혼합배출,기타(배출불명등),소계,1410.7,257.3
"전남",재활용 가능자원 분리배출,소계,소계,88980.2,110916.7
"전남",재활용 가능자원 분리배출,폐지류,종이팩,914.1,3642.4
"전남",재활용 가능자원 분리배출,폐지류,기타,10524.4,22920.6
"전남",재활용 가능자원 분리배출,고철류,소계,2225.3,1899.9
"전남",재활용 가능자원 분리배출,금속캔,소계,1519.7,2328.0
"전남",재활용 가능자원 분리배출,폐합성수지류,비닐류,5604.5,3941.2
"전남",재활용 가능자원 분리배출,폐합성수지류,발포수지류,664.6,2067.3
"전남",재활용 가능자원 분리배출,폐합성수지류,PET병,3164.7,5241.6
"전남",재활용 가능자원 분리배출,폐합성수지류,기타,2748.0,6174.1
"전남",재활용 가능자원 분리배출,폐고무류,소계,88.1,48.7
"전남",재활용 가능자원 분리배출,폐유리병류,소계,4048.0,5494.4
"전남",재활용 가능자원 분리배출,폐의류,소계,816.5,2143.3
"전남",재활용 가능자원 분리배출,폐섬유류,소계,26.0,27.0
"전남",재활용 가능자원 분리배출,조명폐기물,조명폐기물,429.1,490.4
"전남",재활용 가능자원 분리배출,폐전지류,소계,122.7,125.0
"전남",재활용 가능자원 분리배출,영농폐기물,농약용기류,364.9,1218.9
"전남",재활용 가능자원 분리배출,영농폐기물,폐비닐,28297.9,35025.3
"전남",재활용 가능자원 분리배출,폐식용유,소계,27.0,26.0
"전남",재활용 가능자원 분리배출,폐전기전자제품,소계,3411.0,2646.9
"전남",재활용 가능자원 분리배출,폐가구류,소계,117.5,4659.8
"전남",재활용 가능자원 분리배출,기타,소계,15049.5,652.7
"전남",재활용 가능자원 분리배출,재활용 잔재물,소계,8816.7,10143.2
"전남",음식물류 폐기물 분리배출,소계,소계,193935.5,196133.9
"경북",합계,소계,소계,903107.9,968655.9
"경북",종량제방식 등 혼합배출,소계,소계,570302.7,598750.4
"경북",종량제방식 등 혼합배출,가연성,소계,481027.7,436173.2
"경북",종량제방식 등 혼합배출,가연성,폐지류,125295.4,126099.9
"경북",종량제방식 등 혼합배출,가연성,폐합성수지류,126873.2,127672.1
"경북",종량제방식 등 혼합배출,가연성,폐고무류,7332.8,8012.1
"경북",종량제방식 등 혼합배출,가연성,폐섬유류,24764.1,20116.9
"경북",종량제방식 등 혼합배출,가연성,음식물류 폐기물,34820.9,27772.5
"경북",종량제방식 등 혼합배출,가연성,폐목재류,30612.6,41652.2
"경북",종량제방식 등 혼합배출,가연성,기타,131328.7,84847.5
"경북",종량제방식 등 혼합배출,불연성,소계,67055.0,140181.7
"경북",종량제방식 등 혼합배출,불연성,폐금속류,10383.0,28167.1
"경북",종량제방식 등 혼합배출,불연성,폐유리류,16773.4,36998.0
"경북",종량제방식 등 혼합배출,불연성,폐토사류,8266.2,22958.2
"경북",종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,3224.1,3801.9
"경북",종량제방식 등 혼합배출,불연성,연탄재,2869.7,5858.3
"경북",종량제방식 등 혼합배출,불연성,기타,25538.6,42398.2
"경북",종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),14247.4,9623.6
"경북",종량제방식 등 혼합배출,기타(배출불명등),소계,7972.6,12771.9
"경북",재활용 가능자원 분리배출,소계,소계,108748.2,132212.2
"경북",재활용 가능자원 분리배출,폐지류,종이팩,701.1,292.8
"경북",재활용 가능자원 분리배출,폐지류,기타,20241.0,27032.1
"경북",재활용 가능자원 분리배출,고철류,소계,2405.5,2118.3
"경북",재활용 가능자원 분리배출,금속캔,소계,2085.1,2528.6
"경북",재활용 가능자원 분리배출,폐합성수지류,비닐류,2414.1,2193.4
"경북",재활용 가능자원 분리배출,폐합성수지류,발포수지류,1174.1,1372.7
"경북",재활용 가능자원 분리배출,폐합성수지류,PET병,8962.5,7958.1
"경북",재활용 가능자원 분리배출,폐합성수지류,기타,6699.7,7850.5
"경북",재활용 가능자원 분리배출,폐고무류,소계,9.4,121.9
"경북",재활용 가능자원 분리배출,폐유리병류,소계,9018.3,9287.4
"경북",재활용 가능자원 분리배출,폐의류,소계,552.0,2640.7
"경북",재활용 가능자원 분리배출,폐섬유류,소계,0.0,1494.9
"경북",재활용 가능자원 분리배출,조명폐기물,조명폐기물,195.9,145.0
"경북",재활용 가능자원 분리배출,폐전지류,소계,227.4,145.8
"경북",재활용 가능자원 분리배출,영농폐기물,농약용기류,456.1,862.3
"경북",재활용 가능자원 분리배출,영농폐기물,폐비닐,22943.3,37158.2
"경북",재활용 가능자원 분리배출,폐식용유,소계,13.5,13.7
"경북",재활용 가능자원 분리배출,폐전기전자제품,소계,4855.4,4611.2
"경북",재활용 가능자원 분리배출,폐가구류,소계,2525.2,2429.8
"경북",재활용 가능자원 분리배출,기타,소계,868.7,2825.5
"경북",재활용 가능자원 분리배출,재활용 잔재물,소계,22399.9,19129.3
"경북",음식물류 폐기물 분리배출,소계,소계,224057.0,237693.3
"경남",합계,소계,소계,1270196.9,1224390.6
"경남",종량제방식 등 혼합배출,소계,소계,607891.1,580754.0
"경남",종량제방식 등 혼합배출,가연성,소계,473850.5,453706.0
"경남",종량제방식 등 혼합배출,가연성,폐지류,104618.3,153666.0
"경남",종량제방식 등 혼합배출,가연성,폐합성수지류,87379.5,113996.5
"경남",종량제방식 등 혼합배출,가연성,폐고무류,6140.7,10788.3
"경남",종량제방식 등 혼합배출,가연성,폐섬유류,26260.3,30810.6
"경남",종량제방식 등 혼합배출,가연성,음식물류 폐기물,31417.2,46829.9
"경남",종량제방식 등 혼합배출,가연성,폐목재류,27205.9,38442.5
"경남",종량제방식 등 혼합배출,가연성,기타,190828.6,59172.2
"경남",종량제방식 등 혼합배출,불연성,소계,87657.2,85838.6
"경남",종량제방식 등 혼합배출,불연성,폐금속류,14705.7,22594.8
"경남",종량제방식 등 혼합배출,불연성,폐유리류,23543.4,27261.1
"경남",종량제방식 등 혼합배출,불연성,폐토사류,6008.3,5982.2
"경남",종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,6215.1,5022.8
"경남",종량제방식 등 혼합배출,불연성,연탄재,1438.2,1786.9
"경남",종량제방식 등 혼합배출,불연성,기타,35746.5,23190.8
"경남",종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),25103.4,22091.7
"경남",종량제방식 등 혼합배출,기타(배출불명등),소계,21280.0,19117.7
"경남",재활용 가능자원 분리배출,소계,소계,353707.6,344750.4
"경남",재활용 가능자원 분리배출,폐지류,종이팩,6512.5,1103.6
"경남",재활용 가능자원 분리배출,폐지류,기타,84312.5,127593.2
"경남",재활용 가능자원 분리배출,고철류,소계,36605.4,15639.4
"경남",재활용 가능자원 분리배출,금속캔,소계,12505.4,6629.6
"경남",재활용 가능자원 분리배출,폐합성수지류,비닐류,21012.0,21652.6
"경남",재활용 가능자원 분리배출,폐합성수지류,발포수지류,6252.3,3548.4
"경남",재활용 가능자원 분리배출,폐합성수지류,PET병,22636.2,14871.4
"경남",재활용 가능자원 분리배출,폐합성수지류,기타,23530.0,26991.1
"경남",재활용 가능자원 분리배출,폐고무류,소계,8344.1,5873.3
"경남",재활용 가능자원 분리배출,폐유리병류,소계,21168.9,19110.4
"경남",재활용 가능자원 분리배출,폐의류,소계,4169.1,9188.1
"경남",재활용 가능자원 분리배출,폐섬유류,소계,25.2,21.8
"경남",재활용 가능자원 분리배출,조명폐기물,조명폐기물,221.5,317.2
"경남",재활용 가능자원 분리배출,폐전지류,소계,184.4,234.3
"경남",재활용 가능자원 분리배출,영농폐기물,농약용기류,293.4,671.9
"경남",재활용 가능자원 분리배출,영농폐기물,폐비닐,18288.9,20996.4
"경남",재활용 가능자원 분리배출,폐식용유,소계,220.0,313.0
"경남",재활용 가능자원 분리배출,폐전기전자제품,소계,4131.6,8456.3
"경남",재활용 가능자원 분리배출,폐가구류,소계,17822.5,18043.2
"경남",재활용 가능자원 분리배출,기타,소계,30607.4,2978.1
"경남",재활용 가능자원 분리배출,재활용 잔재물,소계,34864.3,40517.1
"경남",음식물류 폐기물 분리배출,소계,소계,308598.2,298886.2
"제주",합계,소계,소계,417739.7,412385.5
"제주",종량제방식 등 혼합배출,소계,소계,142844.3,134845.2
"제주",종량제방식 등 혼합배출,가연성,소계,129645.1,121715.3
"제주",종량제방식 등 혼합배출,가연성,폐지류,40450.6,36929.0
"제주",종량제방식 등 혼합배출,가연성,폐합성수지류,31938.1,32604.9
"제주",종량제방식 등 혼합배출,가연성,폐고무류,1419.2,1567.0
"제주",종량제방식 등 혼합배출,가연성,폐섬유류,5695.7,10699.3
"제주",종량제방식 등 혼합배출,가연성,음식물류 폐기물,7577.9,9543.3
"제주",종량제방식 등 혼합배출,가연성,폐목재류,3946.3,13079.0
"제주",종량제방식 등 혼합배출,가연성,기타,38617.3,17292.8
"제주",종량제방식 등 혼합배출,불연성,소계,10262.3,9861.7
"제주",종량제방식 등 혼합배출,불연성,폐금속류,2839.8,1316.6
"제주",종량제방식 등 혼합배출,불연성,폐유리류,4623.5,2214.1
"제주",종량제방식 등 혼합배출,불연성,폐토사류,428.5,0.0
"제주",종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,188.0,0.0
"제주",종량제방식 등 혼합배출,불연성,연탄재,966.3,0.0
"제주",종량제방식 등 혼합배출,불연성,기타,1216.2,6331.0
"제주",종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),2936.9,3268.2
